"","FC"
"14833",9.7116
"14834",4.62685
"14835",3.78585
"14836",2.9938
"14837",NA
"14838",NA
"14839",NA
"14840",NA
"14841",NA
"14842",-9.6471
"14843",-8.0761
"14844",-9.21795
"14845",-12.018
"14846",-11.9705
"14847",-13.705
"14848",-13.571
"14849",NA
"14850",NA
"14851",NA
"14852",NA
"14853",NA
"14854",NA
"14855",NA
"14856",NA
"14857",4.4707
"14858",3.6578
"14859",3.43605
"14860",4.69955
"14861",4.8092
"14862",3.9876
"14863",4.19255
"14864",0.98039
"14865",-0.41665
"14866",-3.836
"14867",-6.5453
"14868",-5.8689
"14869",-7.98845
"14870",-9.6136
"14871",-7.37295
"14872",-6.7895
"14873",-7.97445
"14874",-9.04825
"14875",-5.15085
"14876",0.3916
"14877",3.9
"14878",2.43875
"14879",2.41825
"14880",2.4265
"14881",3.4105
"14882",1.81815
"14883",3.3303
"14884",4.08525
"14885",3.77665
"14886",3.0344
"14887",4.3523
"14888",3.94735
"14889",-4.457585
"14890",-14.7605
"14891",-18.9085
"14892",-14.7325
"14893",-15.249
"14894",NA
"14895",NA
"14896",NA
"14897",NA
"14898",NA
"14899",NA
"14900",NA
"14901",NA
"14902",NA
"14903",NA
"14904",NA
"14905",0.7869
"14906",-0.22055
"14907",-1.98795
"14908",0.195485
"14909",-0.859195
"14910",1.1852
"14911",NA
"14912",NA
"14913",-7.7791
"14914",-7.72015
"14915",-11.6005
"14916",-15.085
"14917",-8.7735
"14918",-11.1185
"14919",-14.1755
"14920",-14.4345
"14921",-12.868
"14922",-9.17265
"14923",-3.64275
"14924",-0.17955
"14925",0.135
"14926",2.304
"14927",0.51769
"14928",-5.01245
"14929",-7.06415
"14930",6.31385
"14931",5.38125
"14932",8.9078
"14933",8.0068
"14934",8.0758
"14935",4.9731
"14936",3.7053
"14937",0.32509
"14938",NA
"14939",NA
"14940",NA
"14941",NA
"14942",-3.9089
"14943",-1.72029
"14944",-2.7459
"14945",-5.90095
"14946",-6.5557
"14947",-3.5232
"14948",2.280355
"14949",3.3526
"14950",3.6852
"14951",3.52575
"14952",5.1289
"14953",1.51616
"14954",3.2174
"14955",0.3273
"14956",1.33585
"14957",-21.5235
"14958",4.10355
"14959",4.61985
"14960",3.0568
"14961",-3.569775
"14962",-12.7895
"14963",-15.389
"14964",-17.4265
"14965",-9.9649
"14966",-8.0887
"14967",-11.079
"14968",-9.55285
"14969",-9.4505
"14970",-7.0946
"14971",-5.4677
"14972",2.48045
"14973",6.32595
"14974",5.08655
"14975",4.15945
"14976",3.26105
"14977",-1.4358
"14978",-8.55995
"14979",3.03275
"14980",-0.83326
"14981",0.98175
"14982",-2.41585
"14983",3.5428
"14984",-5.441
"14985",-17.27055
"14986",1.724
"14987",-10.03215
"14988",-5.67045
"14989",-11.09365
"14990",-13.9735
"14991",-11.093
"14992",-9.43465
"14993",-9.16085
"14994",-9.38705
"14995",-2.56638
"14996",1.040705
"14997",8.1848
"14998",11.2753
"14999",7.0549
"15000",3.7284
"15001",5.307
"15002",9.4608
"15003",NA
"15004",NA
"15005",NA
"15006",NA
"15007",NA
"15008",0.98833
"15009",NA
"15010",NA
"15011",-12.594
"15012",-13.78045
"15013",-13.144
"15014",-5.4836
"15015",-5.8963
"15016",-16.644
"15017",1.03
"15018",NA
"15019",-10.346
"15020",NA
"15021",NA
"15022",NA
"15023",NA
"15024",3.3581
"15025",2.72155
"15026",2.69475
"15027",2.85555
"15028",3.198
"15029",2.51235
"15030",3.81485
"15031",3.8111
"15032",2.39065
"15033",-0.152285
"15034",-5.63035
"15035",-7.40535
"15036",-5.9022
"15037",-11.36265
"15038",-3.5686
"15039",-2.73315
"15040",-0.9553
"15041",-7.3706
"15042",-1.645245
"15043",-0.909125
"15044",0.847265
"15045",-3.7258
"15046",6.6493
"15047",0.7893
"15048",5.93535
"15049",4.88705
"15050",-0.2657
"15051",3.39675
"15052",6.8298
"15053",1.11605
"15054",4.10805
"15055",-5.8893
"15056",-1.1701
"15057",0.028295
"15058",-3.4258
"15059",NA
"15060",NA
"15061",NA
"15062",-6.3823
"15063",-5.90995
"15064",-7.4656
"15065",-6.6342
"15066",-5.7283
"15067",1.1359
"15068",1.49679
"15069",0.73713
"15070",NA
"15071",NA
"15072",NA
"15073",NA
"15074",NA
"15075",NA
"15076",NA
"15077",NA
"15078",NA
"15079",NA
"15080",NA
"15081",NA
"15082",NA
"15083",NA
"15084",NA
"15085",NA
"15086",-7.99655
"15087",-11.508
"15088",-9.63635
"15089",-6.37745
"15090",-3.79315
"15091",-2.276305
"15092",1.18915
"15093",2.9266
"15094",0.94776
"15095",3.800725
"15096",5.69225
"15097",NA
"15098",NA
"15099",NA
"15100",NA
"15101",NA
"15102",NA
"15103",NA
"15104",NA
"15105",NA
"15106",-8.727
"15107",-11.8075
"15108",-3.98045
"15109",-8.43595
"15110",-8.85485
"15111",-8.95035
"15112",-8.9839
"15113",-9.9654
"15114",-4.11205
"15115",-2.82505
"15116",-1.6109
"15117",-1.7777
"15118",-2.29765
"15119",9.9086
"15120",4.94685
"15121",4.9101
"15122",5.7668
"15123",7.7103
"15124",-0.66725
"15125",2.35645
"15126",8.3749
"15127",-1.444575
"15128",0.87872
"15129",-2.6049
"15130",-1.5019
"15131",-1.8845
"15132",-6.2348
"15133",-9.5187
"15134",-12.702
"15135",-9.84725
"15136",-11.7225
"15137",-4.56135
"15138",-4.1306
"15139",0.02495
"15140",2.315625
"15141",3.12085
"15142",-2.717
"15143",-2.920115
"15144",2.32225
"15145",-3.5811
"15146",15.6626
"15147",11.97926
"15148",0.10235
"15149",1.33825
"15150",-3.3245
"15151",2.5468
"15152",8.8692
"15153",3.9697
"15154",-3.36415
"15155",-3.39125
"15156",-3.79035
"15157",-3.5983
"15158",-4.9729
"15159",-9.7178
"15160",-6.5416
"15161",-2.86015
"15162",-0.71676
"15163",-1.736045
"15164",2.5403
"15165",1.8123
"15166",2.498
"15167",0.63124
"15168",1.22705
"15169",0.80261
"15170",-0.0275500000000001
"15171",-7.99848
"15172",-4.57305
"15173",3.35357
"15174",0.22479
"15175",2.3929
"15176",2.51495
"15177",1.080025
"15178",-1.396485
"15179",-5.316
"15180",-4.761
"15181",-7.48575
"15182",-8.5454
"15183",-8.7022
"15184",-7.7146
"15185",-5.8392
"15186",-6.0521
"15187",-2.3286
"15188",5.2773
"15189",3.91715
"15190",2.0685
"15191",3.4236
"15192",3.4338
"15193",3.9531
"15194",4.83045
"15195",3.53605
"15196",1.84845
"15197",2.9225
"15198",2.69375
"15199",2.24755
"15200",1.237515
"15201",-3.0571
"15202",-9.53935
"15203",-10.352
"15204",-13.4425
"15205",-20.5685
"15206",-8.0736
"15207",-7.7665
"15208",-7.6197
"15209",-5.8234
"15210",-5.37725
"15211",-2.560435
"15212",2.0106
"15213",-0.228
"15214",1.4743
"15215",-0.0415000000000001
"15216",4.4201
"15217",3.7041
"15218",2.501
"15219",2.2368
"15220",3.09655
"15221",3.2051
"15222",3.58655
"15223",5.8799
"15224",5.67155
"15225",1.4573
"15226",NA
"15227",NA
"15228",NA
"15229",NA
"15230",NA
"15231",-3.7273
"15232",-8.4199
"15233",-3.1582
"15234",-3.20505
"15235",-1.5342645
"15236",5.64825
"15237",5.35405
"15238",8.33425
"15239",5.36715
"15240",4.36825
"15241",4.31395
"15242",3.7573
"15243",3.53525
"15244",3.22955
"15245",2.41355
"15246",2.79415
"15247",2.23415
"15248",1.853505
"15249",-0.75632
"15250",-3.856
"15251",NA
"15252",NA
"15253",NA
"15254",NA
"15255",NA
"15256",NA
"15257",NA
"15258",NA
"15259",NA
"15260",NA
"15261",NA
"15262",NA
"15263",NA
"15264",NA
"15265",7.88675
"15266",3.07385
"15267",6.75505
"15268",4.1164
"15269",4.3748
"15270",2.89865
"15271",2.2666
"15272",2.24585
"15273",NA
"15274",NA
"15275",NA
"15276",NA
"15277",NA
"15278",NA
"15279",NA
"15280",-5.4968
"15281",-1.687225
"15282",NA
"15283",NA
"15284",NA
"15285",NA
"15286",NA
"15287",5.4695
"15288",NA
"15289",NA
"15290",NA
"15291",NA
"15292",NA
"15293",0.981735
"15294",-0.2535
"15295",-3.54235
"15296",NA
"15297",NA
"15298",-1.0407
"15299",-3.6455
"15300",-1.77
"15301",NA
"15302",NA
"15303",1.5676
"15304",NA
"15305",NA
"15306",-1.9665
"15307",0.8798405
"15308",2.4786
"15309",-4.88975
"15310",1.65385
"15311",NA
"15312",0.76016
"15313",NA
"15314",NA
"15315",NA
"15316",NA
"15317",NA
"15318",NA
"15319",NA
"15320",NA
"15321",1.9966
"15322",-2.817505
"15323",-2.80195
"15324",-7.596185
"15325",NA
"15326",NA
"15327",-12.532
"15328",NA
"15329",NA
"15330",NA
"15331",NA
"15332",2.0359
"15333",3.12165
"15334",7.44035
"15335",6.84085
"15336",3.33515
"15337",NA
"15338",NA
"15339",NA
"15340",NA
"15341",NA
"15342",2.1584
"15343",2.5591
"15344",NA
"15345",NA
"15346",-6.90265
"15347",-9.66445
"15348",-14.2185
"15349",-17.21245
"15350",-5.88785
"15351",-5.10675
"15352",-8.88395
"15353",-8.6339
"15354",-2.607
"15355",2.1364
"15356",1.8476
"15357",8.0145
"15358",2.8315
"15359",4.71285
"15360",2.814
"15361",2.18825
"15362",3.1029
"15363",4.2394
"15364",NA
"15365",NA
"15366",NA
"15367",1.1924
"15368",2.2989
"15369",1.763205
"15370",-0.57315
"15371",-4.48855
"15372",-4.06365
"15373",-3.45695
"15374",-2.438886
"15375",-2.57965
"15376",-2.2929
"15377",-2.6391
"15378",-2.5838
"15379",-7.17625
"15380",2.8942
"15381",1.7369
"15382",8.0884
"15383",-1.58874
"15384",-4.2889
"15385",2.3099
"15386",1.4673
"15387",NA
"15388",NA
"15389",NA
"15390",NA
"15391",NA
"15392",-2.9944
"15393",-0.424975
"15394",-1.28615
"15395",-3.9402
"15396",-4.16385
"15397",-2.97235
"15398",-3.24555
"15399",-3.50015
"15400",-4.1368
"15401",-2.36265
"15402",-2.93315
"15403",-1.93795
"15404",0.03115
"15405",NA
"15406",NA
"15407",NA
"15408",NA
"15409",NA
"15410",NA
"15411",NA
"15412",NA
"15413",NA
"15414",NA
"15415",NA
"15416",NA
"15417",NA
"15418",-5.32965
"15419",-7.5803
"15420",-9.9514
"15421",-11.864
"15422",-6.8067
"15423",-5.41385
"15424",-6.37535
"15425",-4.54515
"15426",-4.00285
"15427",-0.788
"15428",6.9901
"15429",3.97685
"15430",0.97075
"15431",5.2326
"15432",2.7979
"15433",2.3997
"15434",2.0675
"15435",2.25415
"15436",1.8463
"15437",1.89475
"15438",1.61485
"15439",1.98405
"15440",1.4605
"15441",-1.425665
"15442",-5.80335
"15443",-8.20075
"15444",-10.08485
"15445",-9.9568
"15446",-9.2268
"15447",-8.4591
"15448",-8.03055
"15449",-6.3339
"15450",-4.2193
"15451",1.2207955
"15452",3.9903
"15453",2.54865
"15454",2.66715
"15455",2.3013
"15456",2.2598
"15457",2.2628
"15458",2.3488
"15459",2.21325
"15460",3.47595
"15461",3.0328
"15462",3.2262
"15463",2.45595
"15464",2.62115
"15465",-1.8997
"15466",-4.30125
"15467",-5.00245
"15468",-2.72795
"15469",-10.0193
"15470",-4.81495
"15471",-3.51875
"15472",-3.2384
"15473",-3.77885
"15474",-1.97048
"15475",-0.09235
"15476",6.3361
"15477",5.0189
"15478",5.02335
"15479",5.6708
"15480",2.7239
"15481",2.63975
"15482",2.11925
"15483",3.222
"15484",4.1862
"15485",2.893
"15486",1.70505
"15487",6.5256
"15488",2.7553
"15489",-1.248185
"15490",-4.48495
"15491",-5.73195
"15492",-7.7
"15493",-6.56345
"15494",-5.4397
"15495",-5.40855
"15496",-10.16615
"15497",-5.33035
"15498",-3.50815
"15499",2.71669
"15500",-1.58195
"15501",8.69025
"15502",3.46265
"15503",3.65155
"15504",3.2677
"15505",4.4186
"15506",3.3887
"15507",1.618085
"15508",1.30266
"15509",1.76795
"15510",1.668
"15511",0.438205
"15512",2.0487
"15513",0.84454
"15514",-0.551905
"15515",-1.6181
"15516",-1.87685
"15517",-3.7475
"15518",-3.12695
"15519",-1.73635
"15520",-2.2618
"15521",-1.2675
"15522",0.6056
"15523",0.55067
"15524",1.08665
"15525",2.20222
"15526",-1.4515
"15527",1.70285
"15528",1.68095
"15529",1.51
"15530",1.34515
"15531",1.69115
"15532",1.42755
"15533",1.24225
"15534",1.15925
"15535",1.985
"15536",1.234445
"15537",0.054565
"15538",-1.5105
"15539",-2.6693
"15540",-2.50995
"15541",-3.15195
"15542",-2.64515
"15543",-1.48565
"15544",-2.41985
"15545",-1.7936
"15546",-2.2537
"15547",1.62505
"15548",4.11095
"15549",-9.3107
"15550",1.67835
"15551",1.81665
"15552",1.8186
"15553",1.47
"15554",1.4129
"15555",1.44425
"15556",1.9343
"15557",-6.33675
"15558",0.30724
"15559",0.754255
"15560",0.30053
"15561",-0.63699
"15562",-1.74665
"15563",-4.5471
"15564",-5.99415
"15565",-2.9094
"15566",-3.02065
"15567",-4.39975
"15568",-4.90065
"15569",-3.2353
"15570",-2.2296
"15571",0.913005
"15572",2.77205
"15573",-1.6269
"15574",0.953455
"15575",0.812547
"15576",0.75072
"15577",0.4645035
"15578",0.828445
"15579",1.5818
"15580",2.80895
"15581",3.4628
"15582",2.09315
"15583",2.67265
"15584",1.73565
"15585",-0.82308
"15586",-3.6339
"15587",-4.53235
"15588",-6.0583
"15589",-8.16455
"15590",-8.202
"15591",-5.68045
"15592",-5.10605
"15593",-2.703
"15594",3.258825
"15595",0.91534
"15596",1.6269
"15597",4.5934
"15598",5.7215
"15599",2.66125
"15600",3.777
"15601",2.92735
"15602",3.1329
"15603",2.7868
"15604",2.99735
"15605",3.5972
"15606",4.699
"15607",4.1099
"15608",3.52795
"15609",-0.380045
"15610",-2.55855
"15611",-4.5883
"15612",-5.4668
"15613",-6.43425
"15614",-6.37405
"15615",-5.48865
"15616",-3.6215
"15617",-2.95145
"15618",0.203585
"15619",1.782085
"15620",3.7097
"15621",4.08625
"15622",3.8767
"15623",2.8506
"15624",7.1272
"15625",NA
"15626",NA
"15627",NA
"15628",NA
"15629",NA
"15630",2.6359
"15631",1.23936
"15632",0.919435
"15633",0.761825
"15634",-0.01352625
"15635",-0.301385
"15636",-1.08635
"15637",-1.8279
"15638",-1.26945
"15639",-2.48355
"15640",-1.22975
"15641",-1.66015
"15642",-1.65275
"15643",-2.7218
"15644",1.209785
"15645",-0.70678
"15646",-10.574
"15647",NA
"15648",NA
"15649",NA
"15650",NA
"15651",NA
"15652",NA
"15653",NA
"15654",NA
"15655",NA
"15656",NA
"15657",NA
"15658",-2.15156
"15659",-4.06255
"15660",-4.5048
"15661",-5.4956
"15662",-5.1783
"15663",-6.08545
"15664",-5.3223
"15665",-3.5915
"15666",-3.91695
"15667",-3.04911
"15668",3.10825
"15669",1.47145
"15670",1.83755
"15671",1.2851
"15672",2.7794
"15673",1.92365
"15674",-0.0317500000000001
"15675",-0.73009
"15676",1.02154
"15677",NA
"15678",NA
"15679",NA
"15680",NA
"15681",NA
"15682",NA
"15683",NA
"15684",NA
"15685",NA
"15686",NA
"15687",NA
"15688",NA
"15689",NA
"15690",NA
"15691",NA
"15692",NA
"15693",NA
"15694",NA
"15695",NA
"15696",NA
"15697",NA
"15698",NA
"15699",NA
"15700",NA
"15701",NA
"15702",NA
"15703",NA
"15704",NA
"15705",NA
"15706",NA
"15707",NA
"15708",NA
"15709",NA
"15710",NA
"15711",NA
"15712",NA
"15713",NA
"15714",NA
"15715",NA
"15716",NA
"15717",NA
"15718",NA
"15719",NA
"15720",NA
"15721",NA
"15722",NA
"15723",NA
"15724",NA
"15725",NA
"15726",NA
"15727",NA
"15728",NA
"15729",NA
"15730",NA
"15731",NA
"15732",NA
"15733",NA
"15734",NA
"15735",NA
"15736",NA
"15737",NA
"15738",NA
"15739",NA
"15740",NA
"15741",NA
"15742",NA
"15743",NA
"15744",NA
"15745",NA
"15746",NA
"15747",NA
"15748",NA
"15749",NA
"15750",NA
"15751",NA
"15752",NA
"15753",NA
"15754",NA
"15755",NA
"15756",NA
"15757",NA
"15758",NA
"15759",NA
"15760",NA
"15761",NA
"15762",NA
"15763",NA
"15764",NA
"15765",NA
"15766",NA
"15767",NA
"15768",NA
"15769",NA
"15770",NA
"15771",NA
"15772",NA
"15773",NA
"15774",NA
"15775",NA
"15776",NA
"15777",NA
"15778",NA
"15779",NA
"15780",NA
"15781",NA
"15782",NA
"15783",NA
"15784",NA
"15785",NA
"15786",NA
"15787",NA
"15788",NA
"15789",NA
"15790",NA
"15791",NA
"15792",NA
"15793",NA
"15794",NA
"15795",NA
"15796",NA
"15797",NA
"15798",NA
"15799",NA
"15800",NA
"15801",NA
"15802",NA
"15803",NA
"15804",NA
"15805",NA
"15806",NA
"15807",NA
"15808",NA
"15809",NA
"15810",NA
"15811",NA
"15812",NA
"15813",NA
"15814",NA
"15815",NA
"15816",NA
"15817",NA
"15818",NA
"15819",NA
"15820",NA
"15821",NA
"15822",NA
"15823",NA
"15824",NA
"15825",NA
"15826",NA
"15827",NA
"15828",NA
"15829",NA
"15830",NA
"15831",NA
"15832",NA
"15833",NA
"15834",NA
"15835",NA
"15836",NA
"15837",NA
"15838",NA
"15839",NA
"15840",NA
"15841",NA
"15842",NA
"15843",NA
"15844",NA
"15845",NA
"15846",NA
"15847",NA
"15848",NA
"15849",NA
"15850",NA
"15851",NA
"15852",NA
"15853",NA
"15854",NA
"15855",NA
"15856",NA
"15857",NA
"15858",NA
"15859",NA
"15860",NA
"15861",NA
"15862",NA
"15863",NA
"15864",NA
"15865",NA
"15866",NA
"15867",NA
"15868",NA
"15869",NA
"15870",NA
"15871",NA
"15872",NA
"15873",NA
"15874",NA
"15875",NA
"15876",NA
"15877",NA
"15878",NA
"15879",NA
"15880",NA
"15881",NA
"15882",NA
"15883",NA
"15884",NA
"15885",NA
"15886",NA
"15887",NA
"15888",NA
"15889",NA
"15890",NA
"15891",NA
"15892",NA
"15893",NA
"15894",NA
"15895",NA
"15896",NA
"15897",NA
"15898",NA
"15899",NA
"15900",NA
"15901",NA
"15902",NA
"15903",NA
"15904",NA
"15905",NA
"15906",NA
"15907",NA
"15908",NA
"15909",NA
"15910",NA
"15911",NA
"15912",NA
"15913",NA
"15914",NA
"15915",NA
"15916",NA
"15917",NA
"15918",NA
"15919",NA
"15920",NA
"15921",NA
"15922",NA
"15923",NA
"15924",NA
"15925",NA
"15926",NA
"15927",NA
"15928",NA
"15929",NA
"15930",NA
"15931",NA
"15932",NA
"15933",NA
"15934",NA
"15935",NA
"15936",NA
"15937",NA
"15938",NA
"15939",NA
"15940",NA
"15941",NA
"15942",NA
"15943",NA
"15944",NA
"15945",NA
"15946",NA
"15947",NA
"15948",NA
"15949",NA
"15950",NA
"15951",NA
"15952",NA
"15953",NA
"15954",NA
"15955",NA
"15956",NA
"15957",NA
"15958",NA
"15959",NA
"15960",NA
"15961",NA
"15962",NA
"15963",NA
"15964",NA
"15965",NA
"15966",NA
"15967",NA
"15968",NA
"15969",NA
"15970",NA
"15971",NA
"15972",NA
"15973",NA
"15974",NA
"15975",NA
"15976",NA
"15977",NA
"15978",NA
"15979",NA
"15980",NA
"15981",NA
"15982",NA
"15983",NA
"15984",NA
"15985",NA
"15986",NA
"15987",NA
"15988",NA
"15989",NA
"15990",NA
"15991",NA
"15992",NA
"15993",NA
"15994",NA
"15995",NA
"15996",NA
"15997",NA
"15998",NA
"15999",NA
"16000",NA
"16001",NA
"16002",NA
"16003",NA
"16004",NA
"16005",NA
"16006",NA
"16007",NA
"16008",NA
"16009",NA
"16010",NA
"16011",NA
"16012",NA
"16013",NA
"16014",NA
"16015",NA
"16016",NA
"16017",NA
"16018",NA
"16019",NA
"16020",NA
"16021",NA
"16022",NA
"16023",NA
"16024",NA
"16025",NA
"16026",NA
"16027",NA
"16028",NA
"16029",NA
"16030",NA
"16031",NA
"16032",NA
"16033",NA
"16034",NA
"16035",NA
"16036",NA
"16037",NA
"16038",NA
"16039",NA
"16040",NA
"16041",NA
"16042",NA
"16043",NA
"16044",NA
"16045",NA
"16046",NA
"16047",NA
"16048",NA
"16049",NA
"16050",NA
"16051",NA
"16052",NA
"16053",NA
"16054",NA
"16055",NA
"16056",NA
"16057",NA
"16058",NA
"16059",NA
"16060",NA
"16061",NA
"16062",NA
"16063",NA
"16064",NA
"16065",NA
"16066",NA
"16067",NA
"16068",NA
"16069",NA
"16070",NA
"16071",NA
"16072",NA
"16073",NA
"16074",NA
"16075",NA
"16076",NA
"16077",NA
"16078",NA
"16079",NA
"16080",NA
"16081",NA
"16082",NA
"16083",NA
"16084",NA
"16085",NA
"16086",NA
"16087",NA
"16088",NA
"16089",NA
"16090",NA
"16091",NA
"16092",NA
"16093",NA
"16094",NA
"16095",NA
"16096",NA
"16097",NA
"16098",NA
"16099",NA
"16100",NA
"16101",NA
"16102",NA
"16103",NA
"16104",NA
"16105",NA
"16106",NA
"16107",NA
"16108",NA
"16109",NA
"16110",NA
"16111",NA
"16112",NA
"16113",NA
"16114",NA
"16115",NA
"16116",NA
"16117",NA
"16118",NA
"16119",NA
"16120",NA
"16121",NA
"16122",NA
"16123",NA
"16124",NA
"16125",NA
"16126",NA
"16127",NA
"16128",NA
"16129",NA
"16130",NA
"16131",NA
"16132",NA
"16133",NA
"16134",NA
"16135",NA
"16136",NA
"16137",NA
"16138",NA
"16139",NA
"16140",NA
"16141",NA
"16142",NA
"16143",NA
"16144",NA
"16145",NA
"16146",NA
"16147",NA
"16148",NA
"16149",NA
"16150",NA
"16151",NA
"16152",NA
"16153",NA
"16154",NA
"16155",NA
"16156",NA
"16157",NA
"16158",NA
"16159",NA
"16160",NA
"16161",NA
"16162",NA
"16163",NA
"16164",NA
"16165",NA
"16166",NA
"16167",NA
"16168",NA
"16169",NA
"16170",NA
"16171",NA
"16172",NA
"16173",NA
"16174",NA
"16175",NA
"16176",NA
"16177",NA
"16178",NA
"16179",NA
"16180",NA
"16181",NA
"16182",NA
"16183",NA
"16184",NA
"16185",NA
"16186",NA
"16187",NA
"16188",NA
"16189",NA
"16190",NA
"16191",NA
"16192",NA
"16193",NA
"16194",NA
"16195",NA
"16196",NA
"16197",NA
"16198",NA
"16199",NA
"16200",NA
"16201",NA
"16202",NA
"16203",NA
"16204",NA
"16205",NA
"16206",NA
"16207",NA
"16208",NA
"16209",NA
"16210",NA
"16211",NA
"16212",NA
"16213",NA
"16214",NA
"16215",NA
"16216",NA
"16217",NA
"16218",NA
"16219",NA
"16220",NA
"16221",NA
"16222",NA
"16223",NA
"16224",NA
"16225",NA
"16226",NA
"16227",NA
"16228",NA
"16229",NA
"16230",NA
"16231",NA
"16232",NA
"16233",NA
"16234",NA
"16235",NA
"16236",NA
"16237",NA
"16238",NA
"16239",NA
"16240",NA
"16241",NA
"16242",NA
"16243",NA
"16244",NA
"16245",NA
"16246",NA
"16247",NA
"16248",NA
"16249",NA
"16250",NA
"16251",NA
"16252",NA
"16253",NA
"16254",NA
"16255",NA
"16256",NA
"16257",NA
"16258",NA
"16259",NA
"16260",NA
"16261",NA
"16262",NA
"16263",NA
"16264",NA
"16265",NA
"16266",NA
"16267",NA
"16268",NA
"16269",NA
"16270",NA
"16271",NA
"16272",NA
"16273",NA
"16274",NA
"16275",NA
"16276",NA
"16277",NA
"16278",NA
"16279",NA
"16280",NA
"16281",NA
"16282",NA
"16283",NA
"16284",NA
"16285",NA
"16286",NA
"16287",NA
"16288",NA
"16289",NA
"16290",NA
"16291",NA
"16292",NA
"16293",NA
"16294",NA
"16295",NA
"16296",NA
"16297",NA
"16298",NA
"16299",NA
"16300",NA
"16301",NA
"16302",NA
"16303",NA
"16304",NA
"16305",NA
"16306",NA
"16307",NA
"16308",NA
"16309",NA
"16310",NA
"16311",NA
"16312",NA
"16313",NA
"16314",NA
"16315",NA
"16316",NA
"16317",NA
"16318",NA
"16319",NA
"16320",NA
"16321",NA
"16322",NA
"16323",NA
"16324",NA
"16325",NA
"16326",NA
"16327",NA
"16328",NA
"16329",NA
"16330",NA
"16331",NA
"16332",NA
"16333",NA
"16334",NA
"16335",NA
"16336",NA
"16337",NA
"16338",NA
"16339",NA
"16340",NA
"16341",NA
"16342",NA
"16343",NA
"16344",NA
"16345",NA
"16346",NA
"16347",NA
"16348",NA
"16349",NA
"16350",NA
"16351",NA
"16352",NA
"16353",NA
"16354",NA
"16355",NA
"16356",NA
"16357",NA
"16358",NA
"16359",NA
"16360",NA
"16361",NA
"16362",NA
"16363",NA
"16364",NA
"16365",NA
"16366",NA
"16367",NA
"16368",NA
"16369",NA
"16370",NA
"16371",NA
"16372",NA
"16373",NA
"16374",NA
"16375",NA
"16376",NA
"16377",NA
"16378",NA
"16379",NA
"16380",NA
"16381",NA
"16382",NA
"16383",NA
"16384",NA
"16385",NA
"16386",NA
"16387",NA
"16388",NA
"16389",NA
"16390",NA
"16391",NA
"16392",NA
"16393",NA
"16394",NA
"16395",NA
"16396",NA
"16397",NA
"16398",NA
"16399",NA
"16400",NA
"16401",NA
"16402",NA
"16403",NA
"16404",NA
"16405",NA
"16406",NA
"16407",NA
"16408",NA
"16409",NA
"16410",NA
"16411",NA
"16412",NA
"16413",NA
"16414",NA
"16415",NA
"16416",NA
"16417",NA
"16418",NA
"16419",NA
"16420",NA
"16421",NA
"16422",NA
"16423",NA
"16424",NA
"16425",NA
"16426",NA
"16427",NA
"16428",NA
"16429",NA
"16430",NA
"16431",NA
"16432",NA
"16433",NA
"16434",NA
"16435",NA
"16436",NA
"16437",NA
"16438",NA
"16439",NA
"16440",NA
"16441",NA
"16442",NA
"16443",NA
"16444",NA
"16445",NA
"16446",NA
"16447",NA
"16448",NA
"16449",NA
"16450",NA
"16451",NA
"16452",NA
"16453",NA
"16454",NA
"16455",NA
"16456",NA
"16457",NA
"16458",NA
"16459",NA
"16460",NA
"16461",NA
"16462",NA
"16463",NA
"16464",NA
"16465",NA
"16466",NA
"16467",NA
"16468",NA
"16469",NA
"16470",NA
"16471",NA
"16472",NA
"16473",NA
"16474",NA
"16475",NA
"16476",NA
"16477",NA
"16478",NA
"16479",NA
"16480",NA
"16481",NA
"16482",NA
"16483",NA
"16484",NA
"16485",NA
"16486",NA
"16487",NA
"16488",NA
"16489",NA
"16490",NA
"16491",NA
"16492",NA
"16493",NA
"16494",NA
"16495",NA
"16496",NA
"16497",NA
"16498",NA
"16499",NA
"16500",NA
"16501",NA
"16502",NA
"16503",NA
"16504",NA
"16505",NA
"16506",NA
"16507",NA
"16508",NA
"16509",NA
"16510",NA
"16511",NA
"16512",NA
"16513",NA
"16514",NA
"16515",NA
"16516",NA
"16517",NA
"16518",NA
"16519",NA
"16520",NA
"16521",NA
"16522",NA
"16523",NA
"16524",NA
"16525",NA
"16526",NA
"16527",NA
"16528",NA
"16529",NA
"16530",NA
"16531",NA
"16532",NA
"16533",NA
"16534",NA
"16535",NA
"16536",NA
"16537",NA
"16538",NA
"16539",NA
"16540",NA
"16541",NA
"16542",NA
"16543",NA
"16544",NA
"16545",NA
"16546",NA
"16547",NA
"16548",NA
"16549",NA
"16550",NA
"16551",NA
"16552",NA
"16553",NA
"16554",NA
"16555",NA
"16556",NA
"16557",NA
"16558",NA
"16559",NA
"16560",NA
"16561",NA
"16562",NA
"16563",NA
"16564",NA
"16565",NA
"16566",NA
"16567",NA
"16568",NA
"16569",NA
"16570",NA
"16571",NA
"16572",NA
"16573",NA
"16574",NA
"16575",NA
"16576",NA
"16577",NA
"16578",NA
"16579",NA
"16580",NA
"16581",NA
"16582",NA
"16583",NA
"16584",NA
"16585",NA
"16586",NA
"16587",NA
"16588",NA
"16589",NA
"16590",NA
"16591",NA
"16592",NA
"16593",NA
"16594",NA
"16595",NA
